MPAnoIso,Signal Peptide (PredSi),Signal Peptide (SignalP),Signal Peptide (Phobius),SPC,cirfessScore,Topology
Q80ZN9,No,No,No,0,0,No
Q80ZQ0,Yes,Yes,Yes,0,0,No
Q80ZQ3,No,No,No,0,0,No
Q80ZQ5,No,No,No,0,0,No
Q80ZQ9,No,No,No,0,0,No
Q80ZS3,No,No,No,0,0,No
Q80ZU0,No,No,No,0,0,No
Q80ZU4,No,No,No,0,0,No
Q80ZU5,No,No,No,0,0,No
Q80ZU7,Yes,Yes,Yes,0,14,No
Q80ZU9,No,Yes,Yes,0,12,No
Q80ZV0,No,No,No,0,0,No
Q80ZW0,No,No,No,0,0,No
Q80ZW2,No,Yes,Yes,0,6,No
Q80ZX8,No,No,No,0,0,No
Q810A1,No,No,No,0,0,No
Q810A3,No,No,No,0,0,No
Q810A5,No,No,No,0,0,No
Q810A7,No,No,No,0,0,No
Q810B3,No,No,No,0,0,No
Q810B6,No,No,No,0,0,No
Q810B7,No,Yes,No,0,48,Yes
Q810B8,Yes,Yes,Yes,0,38,Yes
Q810B9,Yes,Yes,Yes,0,86,Yes
Q810C0,Yes,Yes,Yes,0,64,Yes
Q810C1,Yes,Yes,Yes,0,65,Yes
Q810D1,No,No,No,0,0,No
Q810D6,No,No,No,0,0,No
Q810F0,Yes,Yes,Yes,0,6,Yes
Q810F4,No,Yes,Yes,0,32,No
Q810F5,No,Yes,No,0,0,No
Q810F8,No,Yes,Yes,0,3,No
Q810H5,Yes,Yes,Yes,0,0,No
Q810H6,No,No,No,0,0,No
Q810I0,No,No,No,0,0,No
Q810I1,No,No,No,0,0,No
Q810I2,No,No,No,0,0,No
Q810J1,Yes,Yes,Yes,0,38,No
Q810J8,No,No,No,0,0,No
Q810K3,No,No,No,0,12,No
Q810K9,Yes,Yes,Yes,0,24,No
Q810L3,No,No,No,0,0,No
Q810L4,No,No,No,0,0,No
Q810M1,No,No,No,0,0,No
Q810M5,No,Yes,No,0,9,No
Q810M6,No,No,No,0,0,No
Q810N5,No,No,No,0,0,No
Q810N6,No,No,No,0,0,No
Q810N9,No,No,No,0,0,No
Q810P2,No,No,No,0,0,No
Q810P3,No,No,No,0,0,No
Q810Q5,No,Yes,No,0,0,No
Q810S1,No,No,No,0,0,No
Q810S2,No,Yes,No,0,0,No
Q810T2,No,No,No,0,0,No
Q810T5,No,No,No,0,0,No
Q810U0,No,No,No,0,0,No
Q810U2,No,No,No,0,5,No
Q810U3,Yes,Yes,Yes,0,164,Yes
Q810U4,Yes,Yes,Yes,0,250,Yes
Q810U5,No,No,No,0,0,No
Q810V0,No,No,No,0,0,No
Q810W6,No,Yes,No,0,10,Yes
Q810W7,No,No,No,0,0,No
Q810W9,No,No,No,0,0,No
Q810Y4,No,Yes,No,0,0,Yes
Q810Y8,No,No,No,0,0,No
Q810Z1,Yes,Yes,Yes,0,12,No
Q811A2,No,Yes,No,0,0,Yes
Q811A3,Yes,Yes,Yes,0,60,No
Q811B1,No,Yes,No,0,50,No
Q811B3,Yes,No,No,0,0,No
Q811B5,No,No,No,0,0,No
Q811C2,No,No,No,0,0,No
Q811D0,No,No,No,0,0,No
Q811D2,No,No,No,0,0,No
Q811F1,No,No,No,0,0,No
Q811G0,No,No,No,0,0,No
Q811H0,No,No,No,0,0,No
Q811I0,No,No,Yes,0,4,No
Q811J3,No,No,No,0,0,No
Q811L6,No,No,No,0,0,No
Q811M1,No,No,No,0,0,No
Q811M5,Yes,Yes,Yes,0,47,No
Q811P0,No,No,No,0,8,Yes
Q811P6,No,No,No,0,0,No
Q811P8,No,No,No,0,0,No
Q811Q0,No,No,No,0,14,Yes
Q811Q1,No,No,No,0,0,No
Q811Q2,No,No,No,0,0,No
Q811Q4,Yes,Yes,Yes,0,128,Yes
Q811Q9,No,No,No,0,0,No
Q811R2,No,No,No,0,0,No
Q811S7,No,No,No,0,0,No
Q811S9,No,No,No,0,0,No
Q811T9,No,No,No,0,0,No
Q811U3,No,No,No,0,0,No
Q811U4,No,No,No,0,0,No
Q811V6,No,No,No,0,0,No
Q811W0,No,No,No,0,0,No
Q811W1,No,No,No,0,0,No
Q811W2,No,Yes,Yes,0,12,No
Q811X5,No,No,No,0,0,No
Q811X6,No,No,No,0,0,No
Q812A2,No,No,No,0,0,No
Q812A3,No,No,No,0,0,No
Q812A5,No,No,No,0,0,No
Q812B2,Yes,Yes,Yes,0,6,No
Q812C9,No,Yes,Yes,0,68,No
Q812D1,No,No,No,0,0,No
Q812D3,No,No,No,0,0,No
Q812E0,No,No,No,0,0,No
Q812E4,No,No,No,0,0,No
Q812E8,No,No,Yes,0,24,No
Q812E9,No,Yes,No,0,20,Yes
Q812F3,No,No,Yes,0,26,No
Q812F8,No,Yes,Yes,0,48,No
Q812G0,No,Yes,Yes,0,18,No
Q86SE5,No,No,No,0,0,No
Q86SE8,No,No,No,0,0,No
Q86SE9,No,No,No,0,0,No
Q86SF2,Yes,No,No,1,22,No
Q86SG2,No,No,No,0,0,No
Q86SG3,No,No,No,0,0,No
Q86SG4,No,No,No,0,0,No
Q86SG5,No,No,No,0,0,No
Q86SG6,No,No,No,0,0,No
Q86SG7,Yes,Yes,Yes,0,6,No
Q86SH2,No,No,No,0,0,No
Q86SH4,No,Yes,Yes,0,1,No
Q86SI9,No,No,No,0,0,No
Q86SJ2,Yes,Yes,No,3,78,Yes
Q86SJ6,No,Yes,Yes,2,63,Yes
Q86SK9,No,No,No,1,0,No
Q86SM5,No,No,No,2,8,Yes
Q86SM8,No,No,No,2,0,Yes
Q86SP6,Yes,No,No,3,10,Yes
Q86SQ0,No,No,No,0,0,No
Q86SQ3,No,Yes,Yes,2,50,Yes
Q86SQ4,Yes,Yes,Yes,3,192,Yes
Q86SQ6,Yes,No,No,2,6,Yes
Q86SQ7,No,No,No,0,0,No
Q86SQ9,No,No,No,0,0,No
Q86SR1,Yes,No,Yes,1,52,No
Q86SS6,No,No,No,2,12,No
Q86SU0,Yes,Yes,No,3,22,Yes
Q86SX3,No,No,No,0,0,No
Q86SX6,No,No,No,0,0,No
Q86SY8,No,No,No,0,0,No
Q86SZ2,No,No,No,0,0,No
Q86T03,No,No,No,2,0,No
Q86T13,Yes,Yes,Yes,3,30,Yes
Q86T20,Yes,No,No,0,6,No
Q86T23,No,No,No,0,0,No
Q86T24,No,No,No,0,0,No
Q86T26,Yes,No,No,2,94,Yes
Q86T29,No,No,No,0,0,No
Q86T65,No,No,No,0,0,No
Q86T75,No,No,No,0,0,No
Q86T82,No,No,No,0,0,No
Q86T90,No,No,No,0,0,No
Q86T96,No,No,No,1,47,Yes
Q86TA1,No,No,No,0,0,No
Q86TA4,No,No,No,0,0,No
Q86TB3,No,No,No,0,0,No
Q86TB9,No,No,No,0,0,No
Q86TC9,No,No,No,0,0,No
Q86TD4,Yes,Yes,Yes,0,17,No
Q86TE4,No,Yes,Yes,0,18,No
Q86TG1,Yes,Yes,Yes,3,0,Yes
Q86TG7,No,No,No,0,0,No
Q86TH1,Yes,Yes,Yes,0,45,No
Q86TI0,No,No,No,0,0,No
Q86TI2,No,No,No,0,0,No
Q86TI4,No,No,No,0,0,No
Q86TJ2,No,No,No,0,0,No
Q86TJ5,No,No,No,0,0,No
Q86TL0,No,No,No,0,0,No
Q86TL2,Yes,No,No,3,6,No
Q86TM3,No,No,No,0,0,No
Q86TM6,Yes,No,Yes,1,11,No
Q86TN4,No,No,No,0,0,No
Q86TP1,Yes,No,No,0,0,No
Q86TS7,No,No,No,0,0,No
Q86TS9,No,No,Yes,0,0,No
Q86TU6,No,No,No,0,0,No
Q86TU7,No,No,No,0,0,No
Q86TV6,No,No,No,0,0,No
Q86TW2,No,No,Yes,0,24,No
Q86TX2,No,No,No,0,0,No
Q86TY3,Yes,Yes,Yes,3,24,Yes
Q86TZ1,No,No,No,0,0,No
Q86U02,Yes,No,No,1,4,No
Q86U06,No,No,No,0,0,No
Q86U10,No,No,No,0,0,No
Q86U17,Yes,Yes,Yes,0,13,No
Q86U28,No,No,No,0,0,No
Q86U37,No,No,No,0,0,No
Q86U38,No,No,No,0,0,No
Q86U42,Yes,No,Yes,0,24,No
Q86U44,No,No,No,0,0,No
Q86U70,No,No,No,0,0,No
Q86U86,No,No,No,0,0,No
Q86U90,No,No,Yes,0,0,No
Q86UA1,No,No,No,0,0,No
Q86UA6,No,No,No,0,0,No
Q86UB2,No,No,No,0,0,No
Q86UB9,No,No,No,2,0,No
Q86UC2,No,No,No,0,0,No
Q86UD0,No,No,No,0,0,No
Q86UD1,Yes,Yes,Yes,0,10,No
Q86UD3,No,No,No,2,0,No
Q86UD4,No,No,No,0,0,No
Q86UD5,No,No,No,2,13,Yes
Q86UD7,No,No,No,0,0,No
Q86UE3,Yes,No,No,0,0,No
Q86UE4,No,No,No,1,38,No
Q86UE6,Yes,Yes,Yes,1,46,Yes
Q86UE8,No,No,No,0,0,No
Q86UF1,Yes,No,No,4,20,Yes
Q86UF2,Yes,No,No,1,17,No
Q86UF4,No,No,No,0,0,No
Q86UG4,No,No,No,3,34,Yes
Q86UK0,No,No,No,4,292,No
Q86UK5,Yes,No,Yes,3,46,Yes
Q86UK7,No,No,No,0,0,No
Q86UL3,Yes,No,No,2,6,No
Q86UL8,No,No,No,0,0,No
Q86UN2,Yes,Yes,Yes,2,21,No
Q86UN3,Yes,Yes,Yes,2,20,No
Q86UN6,No,No,No,0,0,No
Q86UP0,Yes,Yes,Yes,3,26,Yes
Q86UP2,No,No,No,1,130,No
Q86UP3,No,No,No,0,0,No
Q86UP6,Yes,Yes,Yes,2,90,No
Q86UP8,No,No,No,0,0,No
Q86UP9,Yes,No,Yes,2,8,No
Q86UQ0,No,No,No,0,0,No
Q86UQ4,Yes,No,No,4,769,No
Q86UQ5,No,No,No,1,0,No
Q86UQ8,No,No,No,0,0,No
Q86UR1,No,No,No,0,0,No
Q86UR5,No,No,No,0,0,No
Q86US8,No,No,No,0,0,No
Q86UT5,No,No,No,0,0,No
Q86UT6,No,No,No,0,0,No
Q86UT8,No,No,No,0,0,No
Q86UU0,No,No,No,0,0,No
Q86UU1,No,No,No,0,0,No
Q86UU5,No,No,No,0,0,No
Q86UU9,Yes,Yes,Yes,0,0,No
Q86UV5,No,No,No,1,51,No
Q86UV6,No,No,No,0,0,No
Q86UV7,No,No,No,0,0,No
Q86UW1,No,No,No,2,0,Yes
Q86UW2,Yes,No,No,3,0,Yes
Q86UW6,No,No,No,0,0,No
Q86UW7,No,No,No,0,0,No
Q86UW8,Yes,Yes,Yes,0,12,No
Q86UW9,No,No,No,0,0,No
Q86UX2,Yes,Yes,Yes,0,48,No
Q86UX6,No,No,No,0,0,No
Q86UX7,No,No,No,0,0,No
Q86UY5,No,No,No,0,0,No
Q86UY6,No,No,No,0,0,No
Q86UY8,No,No,Yes,0,0,No
Q86UZ6,No,No,No,0,0,No
Q86V15,No,No,No,0,0,No
Q86V20,No,No,No,0,0,No
Q86V21,No,No,No,0,15,No
Q86V24,No,No,No,3,8,Yes
Q86V25,No,No,No,0,0,No
Q86V35,No,No,No,2,0,Yes
Q86V40,Yes,Yes,Yes,1,26,Yes
Q86V42,No,No,No,0,0,No
Q86V48,No,No,No,0,0,No
Q86V59,No,No,No,0,0,No
Q86V71,No,No,No,0,0,No
Q86V81,No,No,No,0,0,No
Q86V85,Yes,Yes,Yes,3,10,No
Q86V86,No,No,No,0,0,No
Q86V87,No,No,No,0,0,No
Q86V88,No,No,No,0,0,No
Q86V97,No,No,No,0,0,No
Q86VB7,Yes,No,No,4,122,Yes
Q86VD1,No,No,No,0,0,No
Q86VD7,Yes,No,No,0,9,No
Q86VD9,Yes,No,No,2,14,No
Q86VE0,No,No,No,0,0,No
Q86VE3,No,No,No,0,0,No
Q86VE9,Yes,No,Yes,3,39,Yes
Q86VF2,No,No,No,0,0,No
Q86VF5,Yes,No,No,1,0,No
Q86VF7,No,No,No,0,0,No
Q86VG3,No,No,No,0,0,No
Q86VH2,No,No,No,0,0,No
Q86VH4,Yes,Yes,Yes,3,42,Yes
Q86VH5,Yes,Yes,Yes,3,36,Yes
Q86VI1,No,No,No,0,0,No
Q86VI3,No,No,No,0,0,No
Q86VI4,No,No,No,2,0,No
Q86VK4,No,No,No,0,0,No
Q86VL8,No,No,No,2,4,Yes
Q86VM9,No,No,No,0,0,No
Q86VN1,No,No,No,0,0,No
Q86VP1,No,No,No,0,0,No
Q86VP3,No,No,No,0,0,No
Q86VP6,No,No,No,0,0,No
Q86VQ0,No,No,No,0,0,No
Q86VQ1,No,No,No,0,0,No
Q86VQ3,No,No,No,0,0,No
Q86VQ6,No,No,No,0,0,No
Q86VR2,No,No,No,2,0,No
Q86VR7,Yes,Yes,Yes,2,52,Yes
Q86VR8,Yes,No,Yes,0,22,No
Q86VS3,No,No,No,0,0,No
Q86VS8,No,No,No,0,0,No
Q86VU5,Yes,No,No,1,0,No
Q86VV4,No,No,No,0,0,No
Q86VV8,No,No,No,0,0,No
Q86VW0,No,No,No,0,0,No
Q86VW1,No,No,No,4,26,No
Q86VW2,No,No,No,0,0,No
Q86VX2,No,No,No,0,0,No
Q86VX9,No,No,No,0,0,No
Q86VY4,No,No,No,0,0,No
Q86VY9,No,No,No,2,10,Yes
Q86VZ1,Yes,No,No,3,12,Yes
Q86VZ2,No,No,No,0,0,No
Q86VZ4,Yes,Yes,Yes,3,44,Yes
Q86VZ5,No,No,No,0,36,No
Q86VZ6,No,No,No,0,0,No
Q86W10,Yes,No,No,1,11,No
Q86W11,No,No,No,0,0,No
Q86W24,No,No,No,0,0,No
Q86W25,No,No,No,0,0,No
Q86W26,No,No,No,0,0,No
Q86W28,No,No,No,0,0,No
Q86W33,No,No,No,3,6,No
Q86W34,No,No,No,0,0,No
Q86W42,No,No,No,0,0,No
Q86W47,Yes,No,No,3,6,Yes
Q86W50,No,No,No,0,0,No
Q86W54,No,No,No,0,0,No
Q86W56,No,No,No,0,0,No
Q86W67,No,No,No,0,0,No
Q86W74,No,No,No,2,0,No
Q86W92,No,No,No,0,0,No
Q86WA6,No,No,No,0,0,No
Q86WA8,No,No,No,0,0,No
Q86WA9,No,No,No,2,4,Yes
Q86WB0,No,No,No,0,0,No
Q86WB7,Yes,No,Yes,3,0,No
Q86WC4,Yes,Yes,Yes,3,52,No
Q86WC6,No,No,No,0,0,No
Q86WD7,Yes,Yes,Yes,0,9,No
Q86WG3,No,No,No,1,0,No
Q86WG5,No,No,No,0,0,No
Q86WH2,No,No,No,0,0,No
Q86WI0,Yes,Yes,Yes,3,4,No
Q86WI1,Yes,Yes,Yes,2,261,Yes
Q86WI3,No,No,No,0,0,No
Q86WJ1,No,No,No,0,0,No
Q86WK6,Yes,Yes,Yes,3,38,Yes
Q86WK7,Yes,Yes,Yes,2,38,Yes
Q86WK9,No,No,No,1,6,Yes
Q86WN1,No,No,No,0,0,No
Q86WN2,Yes,Yes,Yes,0,20,No
Q86WP2,No,No,No,0,0,No
Q86WQ0,No,No,No,0,0,No
Q86WR0,No,No,No,0,0,Yes
Q86WR6,No,No,No,0,0,No
Q86WR7,No,No,No,0,0,No
Q86WS3,Yes,Yes,Yes,0,0,No
Q86WS4,No,No,No,0,0,No
Q86WS5,Yes,Yes,Yes,1,24,Yes
Q86WT1,No,No,No,0,0,No
Q86WT6,No,No,No,0,0,No
Q86WU2,No,No,No,0,0,No
Q86WV1,No,No,No,0,0,No
Q86WV5,No,No,No,0,0,No
Q86WV6,Yes,No,No,1,4,No
Q86WW8,No,No,No,0,0,No
Q86WX3,No,No,No,0,0,No
Q86WZ0,No,No,No,0,0,No
Q86WZ6,No,No,No,0,0,No
Q86X02,No,No,No,0,0,No
Q86X10,No,No,No,0,0,No
Q86X19,No,No,No,1,0,No
Q86X24,No,No,No,0,0,No
Q86X27,No,No,No,0,0,No
Q86X29,Yes,No,No,2,14,Yes
Q86X40,No,No,No,0,0,No
Q86X45,No,No,No,0,0,No
Q86X51,No,No,No,0,0,No
Q86X52,Yes,Yes,Yes,1,66,No
Q86X53,No,No,No,0,0,No
Q86X55,No,No,Yes,0,18,No
Q86X59,No,No,No,0,0,No
Q86X60,No,No,No,0,0,No
Q86X67,No,No,No,0,0,No
Q86X76,No,No,Yes,0,5,No
Q86X83,No,No,No,0,0,No
Q86X95,No,No,No,0,0,No
Q86XA0,No,No,No,1,0,No
Q86XA9,No,No,No,0,44,No
Q86XD5,No,No,No,0,0,No
Q86XD8,No,No,No,0,0,No
Q86XE0,No,No,No,0,0,No
Q86XE3,No,No,No,1,22,No
Q86XE5,No,No,No,0,0,No
Q86XF0,No,No,No,0,0,No
Q86XF7,No,No,No,0,0,No
Q86XG9,No,No,No,0,0,No
Q86XH1,No,No,No,0,0,No
Q86XI2,No,No,No,0,11,No
Q86XI6,No,No,No,0,0,No
Q86XI8,No,No,No,0,0,No
Q86XJ0,No,No,No,1,12,No
Q86XJ1,No,No,No,0,0,No
Q86XK2,No,No,No,0,0,No
Q86XK3,No,No,No,0,0,No
Q86XK7,Yes,Yes,Yes,3,16,Yes
Q86XL3,No,No,No,1,27,No
Q86XM0,Yes,Yes,Yes,3,72,Yes
Q86XN6,No,No,No,0,0,No
Q86XN7,No,No,No,0,0,No
Q86XN8,No,No,No,0,0,No
Q86XP0,No,No,No,0,0,No
Q86XP1,Yes,No,No,0,0,No
Q86XP3,No,No,No,0,0,No
Q86XP6,Yes,Yes,Yes,0,0,No
Q86XQ3,No,No,No,2,0,Yes
Q86XR2,No,No,No,0,0,No
Q86XR5,Yes,Yes,Yes,3,6,Yes
Q86XR7,No,No,No,0,0,No
Q86XR8,No,No,Yes,0,16,No
Q86XS5,Yes,Yes,Yes,0,35,No
Q86XS8,Yes,Yes,Yes,3,86,Yes
Q86XT2,No,No,No,0,0,No
Q86XT4,No,No,No,0,0,No
Q86XT9,Yes,No,No,3,14,Yes
Q86XU0,No,No,No,0,0,No
Q86XW9,No,No,No,0,0,No
Q86XX4,Yes,Yes,Yes,3,280,Yes
Q86XZ4,No,No,No,0,0,No
Q86Y01,No,No,No,0,0,No
Q86Y07,No,No,No,2,36,No
Q86Y13,No,No,No,0,0,No
Q86Y22,Yes,No,No,1,6,Yes
Q86Y25,No,No,No,0,0,No
Q86Y26,No,No,No,0,0,No
Q86Y27,Yes,No,Yes,0,0,No
Q86Y28,Yes,No,Yes,0,0,No
Q86Y29,Yes,No,Yes,0,6,No
Q86Y30,Yes,No,Yes,0,6,No
Q86Y33,No,No,No,0,0,No
Q86Y34,Yes,Yes,Yes,2,48,Yes
Q86Y37,No,No,No,0,0,No
Q86Y38,Yes,No,Yes,0,56,No
Q86Y39,No,No,No,1,0,No
Q86Y46,No,No,No,0,0,No
Q86Y56,No,No,Yes,0,11,No
Q86Y78,Yes,Yes,Yes,0,9,No
Q86Y79,No,No,No,0,0,No
Q86Y82,No,No,No,1,0,No
Q86Y91,No,No,No,0,0,No
Q86Y97,No,No,No,0,0,No
Q86YA3,No,No,No,1,123,No
Q86YB7,Yes,No,No,0,0,No
Q86YB8,Yes,Yes,Yes,0,22,No
Q86YC2,No,No,No,0,0,No
Q86YC3,Yes,Yes,Yes,3,88,Yes
Q86YD1,No,No,No,0,0,No
Q86YD3,Yes,Yes,Yes,2,28,Yes
Q86YD5,Yes,Yes,Yes,3,16,Yes
Q86YD7,No,No,No,0,0,No
Q86YE8,No,No,No,0,0,No
Q86YF9,Yes,No,No,0,0,No
Q86YG4,No,No,No,0,0,No
Q86YH2,No,No,No,0,0,No
Q86YH6,No,No,No,0,0,No
Q86YI8,No,No,No,0,0,No
Q86YJ5,No,No,No,2,0,No
Q86YJ6,No,No,No,0,0,No
Q86YJ7,No,No,No,0,0,No
Q86YL5,No,No,No,0,0,No
Q86YL7,Yes,Yes,Yes,2,8,Yes
Q86YM7,No,No,No,0,0,No
Q86YN1,No,No,No,0,0,No
Q86YN6,No,No,No,0,0,No
Q86YP4,No,No,No,0,0,No
Q86YQ2,Yes,Yes,Yes,0,1,No
Q86YQ8,No,No,No,0,0,No
Q86YR5,No,No,No,0,0,No
Q86YR6,No,No,No,0,0,No
Q86YR7,No,No,No,0,24,No
Q86YS3,No,No,No,1,0,No
Q86YS6,No,No,No,0,0,No
Q86YS7,No,No,No,0,0,No
Q86YT5,Yes,No,No,2,3,No
Q86YT6,No,No,No,0,0,No
Q86YT9,Yes,Yes,Yes,4,64,Yes
Q86YV0,No,No,No,0,0,No
Q86YV5,No,No,No,0,0,No
Q86YV6,No,No,No,0,0,No
Q86YV9,No,No,No,0,0,No
Q86YW0,No,No,No,0,0,No
Q86YW5,Yes,Yes,Yes,3,0,Yes
Q86YW7,Yes,Yes,Yes,0,6,No
Q86YW9,No,No,No,0,0,No
Q86YZ3,No,No,No,0,0,No
Q86Z02,No,No,No,0,0,No
Q86Z14,Yes,No,No,2,132,Yes
Q86Z20,No,No,No,0,0,No
Q86Z23,Yes,Yes,Yes,0,6,No
Q8BFP9,No,No,No,0,0,No
Q8BFQ2,No,No,No,0,6,Yes
Q8BFQ3,No,No,No,0,8,Yes
Q8BFQ4,No,No,No,0,0,No
Q8BFQ6,No,Yes,No,0,6,No
Q8BFQ8,No,Yes,Yes,0,5,No
Q8BFQ9,No,No,No,0,0,No
Q8BFR1,No,No,Yes,0,0,No
Q8BFR2,Yes,Yes,Yes,0,26,No
Q8BFR4,Yes,Yes,Yes,0,92,No
Q8BFR5,No,No,No,0,0,No
Q8BFR6,No,No,No,0,0,No
Q8BFS3,Yes,Yes,Yes,0,0,No
Q8BFS6,No,No,No,0,0,No
Q8BFS9,No,No,No,0,0,No
Q8BFT2,No,No,No,0,0,No
Q8BFT6,No,No,No,0,0,No
Q8BFT9,No,No,No,0,0,No
Q8BFU0,Yes,No,Yes,0,17,No
Q8BFU1,No,Yes,No,0,2,No
Q8BFU2,No,No,No,0,0,No
Q8BFU3,No,No,No,0,0,No
Q8BFU7,No,No,No,0,12,Yes
Q8BFU8,No,No,No,0,0,No
Q8BFV2,No,No,No,0,0,No
Q8BFV3,No,No,No,0,0,No
Q8BFW3,No,No,No,0,0,No
Q8BFW4,No,No,No,0,0,No
Q8BFW7,No,No,No,0,0,No
Q8BFW9,No,No,No,0,21,Yes
Q8BFX1,No,No,No,0,0,No
Q8BFX3,No,No,No,0,0,No
Q8BFY0,No,No,No,0,0,No
Q8BFY6,No,No,No,0,0,No
Q8BFY7,No,No,No,0,0,No
Q8BFY9,No,No,No,0,0,No
Q8BFZ1,No,Yes,No,0,0,No
Q8BFZ2,No,No,No,0,22,No
Q8BFZ3,No,No,No,0,0,No
Q8BFZ4,No,No,No,0,0,No
Q8BFZ6,No,No,No,0,0,No
Q8BFZ8,No,No,No,0,0,No
Q8BFZ9,No,Yes,Yes,0,12,No
Q8BG02,No,No,No,0,0,No
Q8BG05,No,No,No,0,0,No
Q8BG07,No,Yes,No,0,72,No
Q8BG09,No,No,No,0,0,No
Q8BG15,No,No,No,0,0,No
Q8BG16,No,No,No,0,40,Yes
Q8BG17,No,No,No,0,0,No
Q8BG18,No,No,No,0,0,No
Q8BG19,No,Yes,No,0,20,No
Q8BG21,No,Yes,No,0,0,No
Q8BG22,No,No,No,0,92,Yes
Q8BG26,No,No,No,0,0,No
Q8BG28,No,Yes,Yes,0,22,No
Q8BG30,No,No,No,0,0,No
Q8BG31,No,No,No,0,0,No
Q8BG32,No,No,No,0,0,No
Q8BG34,No,No,No,0,0,No
Q8BG36,No,No,No,0,0,No
Q8BG39,No,No,No,0,34,Yes
Q8BG40,No,No,No,0,0,No
Q8BG41,No,No,No,0,0,No
Q8BG47,No,No,No,0,12,No
Q8BG48,No,No,No,0,0,No
Q8BG50,No,No,No,0,5,Yes
Q8BG51,No,No,No,0,56,No
Q8BG54,No,No,No,0,16,No
Q8BG55,No,Yes,No,0,14,Yes
Q8BG58,No,No,No,0,22,No
Q8BG60,No,No,No,0,0,No
Q8BG67,No,No,No,0,0,No
Q8BG71,No,No,No,0,0,No
Q8BG73,No,No,No,0,0,No
Q8BG75,No,Yes,No,0,0,No
Q8BG79,No,No,No,0,0,No
Q8BG80,No,No,No,0,0,No
Q8BG81,No,No,No,0,0,No
Q8BG84,Yes,Yes,Yes,0,28,Yes
Q8BG87,No,No,No,0,0,No
Q8BG89,No,No,No,0,0,No
Q8BG92,No,No,No,0,0,No
Q8BG93,No,No,No,0,0,No
Q8BG94,No,No,No,0,0,No
Q8BG95,No,No,No,0,0,No
Q8BG99,No,No,No,0,0,No
Q8BGA2,Yes,Yes,No,0,0,No
Q8BGA3,Yes,No,Yes,0,40,Yes
Q8BGA5,No,No,No,0,0,No
Q8BGA7,No,No,No,0,0,No
Q8BGA8,No,No,Yes,0,28,No
Q8BGA9,No,No,No,0,22,No
Q8BGB2,No,No,No,0,0,No
Q8BGB5,No,No,No,0,0,No
Q8BGB7,No,No,No,0,0,No
Q8BGB8,No,No,No,0,0,No
Q8BGC0,No,No,No,0,0,No
Q8BGC1,No,No,No,0,0,No
Q8BGC3,No,Yes,No,0,0,No
Q8BGC4,No,No,No,0,0,No
Q8BGC9,Yes,Yes,Yes,0,9,No
Q8BGD0,No,No,No,0,0,No
Q8BGD4,No,No,No,0,23,Yes
Q8BGD5,No,No,No,0,24,No
Q8BGD6,No,No,No,0,0,No
Q8BGD7,No,No,No,0,0,No
Q8BGD8,No,No,No,0,0,No
Q8BGD9,No,No,No,0,0,No
Q8BGE4,Yes,Yes,No,0,0,No
Q8BGE5,No,No,No,0,99,No
Q8BGE6,No,No,No,0,0,No
Q8BGE7,No,No,No,0,0,No
Q8BGE9,No,No,No,0,6,Yes
Q8BGF3,No,No,No,0,0,No
Q8BGF6,No,No,No,0,0,No
Q8BGF7,No,No,No,0,0,No
Q8BGF8,No,Yes,No,0,0,No
Q8BGF9,No,No,No,0,6,No
Q8BGG0,No,No,No,0,0,No
Q8BGG6,No,No,No,0,0,No
Q8BGG7,No,No,No,0,0,No
Q8BGG9,No,No,No,0,0,No
Q8BGH2,No,No,No,0,0,No
Q8BGH4,No,Yes,No,0,0,No
Q8BGH7,No,No,No,0,0,No
Q8BGI1,No,Yes,No,0,0,No
Q8BGI3,No,No,No,0,10,Yes
Q8BGI4,No,No,No,0,0,No
Q8BGI5,No,No,No,0,0,No
Q8BGI7,No,No,No,0,0,No
Q8BGJ0,No,Yes,No,0,0,No
Q8BGJ3,No,No,No,0,0,No
Q8BGJ9,No,No,No,0,0,No
Q8BGK2,No,No,Yes,0,16,No
Q8BGK5,No,No,No,0,0,No
Q8BGK6,No,No,No,0,4,Yes
Q8BGK9,No,No,No,0,4,No
Q8BGL1,No,No,No,0,0,No
Q8BGM5,No,Yes,No,0,18,Yes
Q8BGM7,No,No,No,0,0,No
Q8BGN2,No,No,No,0,0,No
Q8BGN3,Yes,Yes,Yes,0,29,No
Q8BGN5,No,Yes,No,0,0,No
Q8BGN6,Yes,Yes,Yes,0,0,Yes
Q8BGN8,Yes,Yes,Yes,0,37,No
Q8BGN9,No,No,No,0,0,No
Q8BGP5,No,Yes,No,0,0,No
Q8BGP6,No,No,No,0,6,No
Q8BGQ1,No,No,No,0,0,No
Q8BGQ2,No,No,No,0,0,No
Q8BGQ4,No,No,No,0,54,No
Q8BGQ6,No,No,No,0,80,No
Q8BGQ7,No,No,No,0,0,No
Q8BGR2,No,No,No,0,46,Yes
Q8BGR5,No,No,No,0,0,No
Q8BGR6,No,No,No,0,0,No
Q8BGR8,No,No,No,0,0,No
Q8BGR9,No,No,No,0,0,No
Q8BGS0,No,No,No,0,0,No
Q8BGS1,No,No,No,0,0,No
Q8BGS2,No,No,No,0,0,No
Q8BGS3,No,No,No,0,0,No
Q8BGS7,No,No,No,0,10,No
Q8BGT0,Yes,Yes,Yes,0,70,No
Q8BGT1,Yes,Yes,Yes,0,84,Yes
